Scholarship_ID,Scholarship_Name,Amount,State,Category,Batch,Eligibility_Caste,Eligibility_Gender,Min_Percentage_Required,Course_Applicable,Application_Start_Date,Application_Deadline,Contact_Email
SCH173537,State Need-based Scholarship for Arts,89079,Gujarat,Need-based,2025,General,All,87,Any,2025-03-28,2025-05-15,contact@gujaratscholarships.gov.in
SCH702679,National Merit-based Scholarship for Commerce,83328,Gujarat,Merit-based,2026,SC,Male,62,Any,2025-04-30,2025-06-02,contact@gujaratscholarships.gov.in
SCH681441,State Merit-based Scholarship for Medical,97537,Himachal Pradesh,Merit-based,2026,All,All,71,Commerce,2025-04-06,2025-06-19,contact@himachalpradeshscholarships.gov.in
SCH326138,State Sports Scholarship for Science,26536,Punjab,Sports,2026,General,Female,64,Engineering,2025-03-17,2025-04-22,contact@punjabscholarships.gov.in
SCH12770,National Women-specific Scholarship for Science,45889,Karnataka,Women-specific,2026,SC,All,74,Medical,2025-03-20,2025-05-04,contact@karnatakascholarships.gov.in
SCH627453,National Need-based Scholarship for Arts,11296,Tamil Nadu,Need-based,2023,All,Male,59,Arts,2025-03-11,2025-05-02,contact@tamilnaduscholarships.gov.in
SCH441476,Private Need-based Scholarship for Commerce,57174,Uttar Pradesh,Need-based,2024,OBC,Female,61,Medical,2025-03-09,2025-04-09,contact@uttarpradeshscholarships.gov.in
SCH136500,National Women-specific Scholarship for Arts,41340,Kerala,Women-specific,2024,General,Male,66,Engineering,2025-03-22,2025-05-02,contact@keralascholarships.gov.in
SCH817023,National Women-specific Scholarship for Science,47917,Andhra Pradesh,Women-specific,2023,SC,Male,69,Science,2025-04-26,2025-07-21,contact@andhrapradeshscholarships.gov.in
SCH919071,State Minority Scholarship for Any,16230,Karnataka,Minority,2026,General,Male,59,Medical,2025-05-06,2025-07-08,contact@karnatakascholarships.gov.in
SCH615129,Private Need-based Scholarship for Science,59054,Himachal Pradesh,Need-based,2026,OBC,Male,89,Commerce,2025-03-27,2025-06-03,contact@himachalpradeshscholarships.gov.in
SCH979515,State Sports Scholarship for Medical,26474,Himachal Pradesh,Sports,2025,OBC,All,87,Science,2025-03-22,2025-04-24,contact@himachalpradeshscholarships.gov.in
SCH50891,National Women-specific Scholarship for Science,48483,Himachal Pradesh,Women-specific,2024,All,Female,91,Commerce,2025-04-15,2025-05-19,contact@himachalpradeshscholarships.gov.in
SCH709951,Private Research Scholarship for Science,143846,Rajasthan,Research,2025,All,All,80,Any,2025-03-27,2025-06-10,contact@rajasthanscholarships.gov.in
SCH106537,State Research Scholarship for Commerce,260211,West Bengal,Research,2023,OBC,Male,62,Science,2025-04-16,2025-07-13,contact@westbengalscholarships.gov.in
SCH405762,National Research Scholarship for Arts,272834,Karnataka,Research,2024,SC,Female,85,Engineering,2025-05-02,2025-06-25,contact@karnatakascholarships.gov.in
SCH36899,State Merit-based Scholarship for Science,78002,Gujarat,Merit-based,2023,ST,All,89,Arts,2025-03-29,2025-05-12,contact@gujaratscholarships.gov.in
SCH416985,State Research Scholarship for Science,264409,Telangana,Research,2026,SC,Female,74,Engineering,2025-03-30,2025-06-19,contact@telanganascholarships.gov.in
SCH756696,National Research Scholarship for Arts,388351,Haryana,Research,2023,SC,All,82,Commerce,2025-03-11,2025-05-02,contact@haryanascholarships.gov.in
SCH139038,National Minority Scholarship for Engineering,12771,Bihar,Minority,2023,All,Male,71,Medical,2025-03-11,2025-05-03,contact@biharscholarships.gov.in
SCH790383,State Minority Scholarship for Any,49796,Punjab,Minority,2024,All,Male,95,Any,2025-04-30,2025-06-16,contact@punjabscholarships.gov.in
SCH862278,State Merit-based Scholarship for Arts,55433,Kerala,Merit-based,2026,All,All,50,Science,2025-04-26,2025-06-20,contact@keralascholarships.gov.in
SCH800197,National Research Scholarship for Medical,429236,Gujarat,Research,2026,OBC,All,87,Commerce,2025-04-23,2025-06-05,contact@gujaratscholarships.gov.in
SCH205700,State Women-specific Scholarship for Arts,10627,Uttar Pradesh,Women-specific,2024,ST,All,76,Medical,2025-03-27,2025-06-19,contact@uttarpradeshscholarships.gov.in
SCH881552,Private Research Scholarship for Engineering,246450,Uttar Pradesh,Research,2024,SC,All,50,Science,2025-03-15,2025-05-20,contact@uttarpradeshscholarships.gov.in
SCH523129,National Minority Scholarship for Science,32899,Rajasthan,Minority,2026,All,Female,70,Commerce,2025-04-19,2025-07-06,contact@rajasthanscholarships.gov.in
SCH680685,National Sports Scholarship for Medical,15072,Andhra Pradesh,Sports,2026,ST,Male,75,Engineering,2025-05-06,2025-06-26,contact@andhrapradeshscholarships.gov.in
SCH281738,State Need-based Scholarship for Engineering,53101,Tamil Nadu,Need-based,2025,General,Male,56,Any,2025-04-12,2025-06-09,contact@tamilnaduscholarships.gov.in
SCH485409,Private Merit-based Scholarship for Commerce,74043,Haryana,Merit-based,2024,General,Female,68,Medical,2025-03-08,2025-04-18,contact@haryanascholarships.gov.in
SCH662182,Private Minority Scholarship for Commerce,9586,Karnataka,Minority,2025,All,Male,60,Arts,2025-04-05,2025-05-08,contact@karnatakascholarships.gov.in
SCH204919,National Research Scholarship for Engineering,117705,Telangana,Research,2026,General,Female,63,Medical,2025-04-10,2025-06-05,contact@telanganascholarships.gov.in
SCH37854,State Minority Scholarship for Any,48567,Himachal Pradesh,Minority,2025,All,Male,82,Any,2025-04-06,2025-05-16,contact@himachalpradeshscholarships.gov.in
SCH332725,National Minority Scholarship for Engineering,14351,Uttar Pradesh,Minority,2026,All,Male,83,Arts,2025-04-04,2025-05-08,contact@uttarpradeshscholarships.gov.in
SCH620356,State Research Scholarship for Commerce,70491,West Bengal,Research,2025,ST,Female,94,Any,2025-04-23,2025-05-28,contact@westbengalscholarships.gov.in
SCH593066,Private Research Scholarship for Medical,267607,Maharashtra,Research,2026,ST,Female,92,Medical,2025-03-22,2025-05-02,contact@maharashtrascholarships.gov.in
SCH918488,Private Research Scholarship for Engineering,175669,Delhi,Research,2024,SC,All,84,Arts,2025-05-02,2025-07-26,contact@delhischolarships.gov.in
SCH19277,Private Women-specific Scholarship for Any,19238,Bihar,Women-specific,2026,All,Male,73,Engineering,2025-05-04,2025-07-04,contact@biharscholarships.gov.in
SCH610660,State Sports Scholarship for Science,34552,Delhi,Sports,2024,All,Male,79,Engineering,2025-03-17,2025-05-02,contact@delhischolarships.gov.in
SCH92928,Private Women-specific Scholarship for Any,35271,Bihar,Women-specific,2026,OBC,Female,52,Engineering,2025-03-31,2025-05-21,contact@biharscholarships.gov.in
SCH187131,Private Merit-based Scholarship for Medical,52875,Kerala,Merit-based,2026,ST,Female,54,Engineering,2025-04-18,2025-07-04,contact@keralascholarships.gov.in
SCH194527,State Women-specific Scholarship for Medical,35853,Karnataka,Women-specific,2024,OBC,Male,88,Engineering,2025-04-28,2025-06-14,contact@karnatakascholarships.gov.in
SCH384370,National Minority Scholarship for Commerce,30614,Haryana,Minority,2023,SC,Male,78,Arts,2025-03-17,2025-04-20,contact@haryanascholarships.gov.in
SCH236043,Private Need-based Scholarship for Engineering,98479,Haryana,Need-based,2026,General,All,83,Any,2025-04-10,2025-05-23,contact@haryanascholarships.gov.in
SCH901843,Private Research Scholarship for Arts,282776,Delhi,Research,2023,General,Female,62,Medical,2025-03-10,2025-05-17,contact@delhischolarships.gov.in
SCH662047,National Need-based Scholarship for Engineering,12102,Rajasthan,Need-based,2023,SC,Male,93,Any,2025-04-02,2025-05-03,contact@rajasthanscholarships.gov.in
SCH555477,National Need-based Scholarship for Any,32004,Bihar,Need-based,2023,ST,All,56,Arts,2025-04-22,2025-06-01,contact@biharscholarships.gov.in
SCH428369,Private Sports Scholarship for Medical,45938,Punjab,Sports,2026,ST,Male,64,Medical,2025-03-20,2025-06-17,contact@punjabscholarships.gov.in
SCH298324,State Minority Scholarship for Medical,5982,Delhi,Minority,2025,General,Female,63,Science,2025-04-01,2025-06-11,contact@delhischolarships.gov.in
SCH88446,Private Merit-based Scholarship for Arts,95189,Karnataka,Merit-based,2023,General,Male,76,Arts,2025-04-15,2025-06-07,contact@karnatakascholarships.gov.in
SCH308424,Private Merit-based Scholarship for Commerce,84606,West Bengal,Merit-based,2023,All,Female,90,Any,2025-03-17,2025-05-02,contact@westbengalscholarships.gov.in
SCH850788,Private Women-specific Scholarship for Medical,26761,Tamil Nadu,Women-specific,2025,ST,Male,71,Engineering,2025-03-18,2025-05-27,contact@tamilnaduscholarships.gov.in
SCH563813,Private Research Scholarship for Any,438924,Uttar Pradesh,Research,2023,OBC,Male,89,Engineering,2025-03-21,2025-05-22,contact@uttarpradeshscholarships.gov.in
SCH775935,Private Need-based Scholarship for Science,41922,Maharashtra,Need-based,2023,OBC,Female,81,Arts,2025-04-15,2025-05-20,contact@maharashtrascholarships.gov.in
SCH792772,State Need-based Scholarship for Medical,94153,Himachal Pradesh,Need-based,2026,SC,Male,67,Arts,2025-03-09,2025-04-23,contact@himachalpradeshscholarships.gov.in
SCH224710,State Sports Scholarship for Any,23904,Assam,Sports,2024,SC,Female,65,Medical,2025-04-24,2025-05-25,contact@assamscholarships.gov.in
SCH2281,National Women-specific Scholarship for Any,19578,Assam,Women-specific,2026,All,Female,61,Science,2025-04-14,2025-07-08,contact@assamscholarships.gov.in
SCH694942,State Merit-based Scholarship for Engineering,35226,Andhra Pradesh,Merit-based,2024,OBC,Male,55,Medical,2025-03-10,2025-05-19,contact@andhrapradeshscholarships.gov.in
SCH125143,Private Need-based Scholarship for Engineering,65868,Himachal Pradesh,Need-based,2025,OBC,All,62,Medical,2025-04-22,2025-06-20,contact@himachalpradeshscholarships.gov.in
SCH99788,Private Need-based Scholarship for Medical,49728,Telangana,Need-based,2026,OBC,Female,80,Engineering,2025-03-25,2025-05-30,contact@telanganascholarships.gov.in
SCH538290,State Research Scholarship for Medical,296789,Rajasthan,Research,2026,OBC,Female,51,Science,2025-04-04,2025-05-31,contact@rajasthanscholarships.gov.in
SCH114891,State Merit-based Scholarship for Commerce,80411,Telangana,Merit-based,2024,SC,Female,79,Arts,2025-03-16,2025-05-20,contact@telanganascholarships.gov.in
SCH572857,State Minority Scholarship for Commerce,44716,Uttar Pradesh,Minority,2025,OBC,All,80,Medical,2025-04-06,2025-05-10,contact@uttarpradeshscholarships.gov.in
SCH537211,National Need-based Scholarship for Engineering,75627,Gujarat,Need-based,2025,ST,Female,76,Science,2025-04-22,2025-07-07,contact@gujaratscholarships.gov.in
SCH320821,State Research Scholarship for Arts,386094,Rajasthan,Research,2026,General,Male,74,Commerce,2025-04-13,2025-05-17,contact@rajasthanscholarships.gov.in
SCH866184,State Need-based Scholarship for Arts,55688,Haryana,Need-based,2026,SC,All,53,Any,2025-04-08,2025-06-22,contact@haryanascholarships.gov.in
SCH802827,Private Research Scholarship for Medical,177062,Tamil Nadu,Research,2025,General,All,92,Any,2025-04-06,2025-05-08,contact@tamilnaduscholarships.gov.in
SCH975151,Private Minority Scholarship for Science,49634,Gujarat,Minority,2024,All,All,92,Medical,2025-03-16,2025-05-01,contact@gujaratscholarships.gov.in
SCH563717,National Merit-based Scholarship for Any,60377,Andhra Pradesh,Merit-based,2023,All,Male,77,Medical,2025-04-01,2025-06-15,contact@andhrapradeshscholarships.gov.in
SCH752495,Private Minority Scholarship for Arts,37810,Telangana,Minority,2026,All,Female,76,Any,2025-04-10,2025-06-21,contact@telanganascholarships.gov.in
SCH691311,Private Merit-based Scholarship for Commerce,55140,Bihar,Merit-based,2025,OBC,All,75,Any,2025-04-28,2025-06-06,contact@biharscholarships.gov.in
SCH956107,National Merit-based Scholarship for Science,10206,Maharashtra,Merit-based,2026,All,Female,91,Arts,2025-03-13,2025-04-16,contact@maharashtrascholarships.gov.in
SCH680220,National Need-based Scholarship for Arts,34431,Telangana,Need-based,2024,ST,Male,82,Engineering,2025-04-21,2025-05-29,contact@telanganascholarships.gov.in
SCH381093,National Sports Scholarship for Medical,18168,Uttar Pradesh,Sports,2024,OBC,Female,76,Science,2025-03-10,2025-05-26,contact@uttarpradeshscholarships.gov.in
SCH478706,National Women-specific Scholarship for Engineering,24210,Delhi,Women-specific,2023,SC,Male,71,Engineering,2025-03-12,2025-05-05,contact@delhischolarships.gov.in
SCH616520,State Research Scholarship for Any,448738,Karnataka,Research,2023,SC,Male,92,Commerce,2025-03-13,2025-04-12,contact@karnatakascholarships.gov.in
SCH310258,National Merit-based Scholarship for Commerce,10951,Assam,Merit-based,2025,ST,Female,71,Commerce,2025-03-31,2025-06-07,contact@assamscholarships.gov.in
SCH586502,State Minority Scholarship for Any,27483,Telangana,Minority,2024,SC,All,75,Science,2025-03-27,2025-06-17,contact@telanganascholarships.gov.in
SCH122048,State Minority Scholarship for Engineering,5202,Assam,Minority,2026,OBC,Male,88,Engineering,2025-04-05,2025-06-29,contact@assamscholarships.gov.in
SCH595758,National Women-specific Scholarship for Arts,34616,Kerala,Women-specific,2026,All,Female,92,Medical,2025-04-15,2025-06-27,contact@keralascholarships.gov.in
SCH61536,State Women-specific Scholarship for Engineering,46535,Andhra Pradesh,Women-specific,2023,SC,All,78,Medical,2025-03-30,2025-06-23,contact@andhrapradeshscholarships.gov.in
SCH367933,Private Research Scholarship for Commerce,466263,West Bengal,Research,2026,ST,All,94,Engineering,2025-03-12,2025-05-03,contact@westbengalscholarships.gov.in
SCH61673,Private Minority Scholarship for Medical,14382,Tamil Nadu,Minority,2023,OBC,Female,55,Arts,2025-05-01,2025-07-03,contact@tamilnaduscholarships.gov.in
SCH949523,State Need-based Scholarship for Engineering,73198,Uttar Pradesh,Need-based,2024,OBC,Male,60,Any,2025-04-18,2025-06-21,contact@uttarpradeshscholarships.gov.in
SCH56635,State Merit-based Scholarship for Any,13830,Bihar,Merit-based,2025,ST,Female,64,Any,2025-03-17,2025-06-14,contact@biharscholarships.gov.in
SCH459077,State Women-specific Scholarship for Any,13067,Kerala,Women-specific,2026,General,All,71,Medical,2025-04-18,2025-05-26,contact@keralascholarships.gov.in
SCH82718,State Women-specific Scholarship for Science,30011,Bihar,Women-specific,2026,OBC,Male,66,Engineering,2025-04-17,2025-06-27,contact@biharscholarships.gov.in
SCH574949,National Merit-based Scholarship for Engineering,54595,Maharashtra,Merit-based,2024,General,All,73,Medical,2025-04-23,2025-06-29,contact@maharashtrascholarships.gov.in
SCH512526,Private Research Scholarship for Any,50880,Punjab,Research,2024,ST,Female,70,Arts,2025-03-26,2025-04-28,contact@punjabscholarships.gov.in
SCH358975,Private Sports Scholarship for Commerce,43717,Gujarat,Sports,2026,General,All,79,Arts,2025-03-21,2025-04-26,contact@gujaratscholarships.gov.in
SCH881957,National Minority Scholarship for Science,49563,Gujarat,Minority,2025,OBC,All,92,Any,2025-04-05,2025-05-14,contact@gujaratscholarships.gov.in
SCH371482,State Sports Scholarship for Arts,37923,Assam,Sports,2025,All,Female,90,Medical,2025-04-20,2025-05-27,contact@assamscholarships.gov.in
SCH820284,Private Minority Scholarship for Science,8854,West Bengal,Minority,2024,OBC,All,64,Any,2025-04-27,2025-06-17,contact@westbengalscholarships.gov.in
SCH55986,State Need-based Scholarship for Any,61355,Assam,Need-based,2024,General,All,75,Arts,2025-03-26,2025-06-16,contact@assamscholarships.gov.in
SCH182468,State Women-specific Scholarship for Arts,30648,Telangana,Women-specific,2025,SC,All,62,Any,2025-04-01,2025-05-05,contact@telanganascholarships.gov.in
SCH738915,National Merit-based Scholarship for Arts,86072,Tamil Nadu,Merit-based,2023,SC,Female,91,Medical,2025-05-01,2025-07-21,contact@tamilnaduscholarships.gov.in
SCH560018,Private Research Scholarship for Science,202610,Gujarat,Research,2024,OBC,All,62,Any,2025-05-03,2025-06-11,contact@gujaratscholarships.gov.in
SCH565059,Private Minority Scholarship for Commerce,11681,Andhra Pradesh,Minority,2024,ST,Female,93,Medical,2025-04-19,2025-07-08,contact@andhrapradeshscholarships.gov.in
SCH949480,State Merit-based Scholarship for Science,33544,Assam,Merit-based,2023,All,All,71,Commerce,2025-05-06,2025-06-08,contact@assamscholarships.gov.in
SCH345121,Private Need-based Scholarship for Any,62952,Telangana,Need-based,2023,OBC,Female,81,Arts,2025-03-22,2025-04-23,contact@telanganascholarships.gov.in
SCH966413,Private Women-specific Scholarship for Science,48957,Haryana,Women-specific,2026,ST,Female,90,Any,2025-04-18,2025-05-23,contact@haryanascholarships.gov.in
SCH555504,National Minority Scholarship for Engineering,12643,Uttar Pradesh,Minority,2026,All,Male,51,Commerce,2025-03-12,2025-04-18,contact@uttarpradeshscholarships.gov.in
SCH929839,Private Minority Scholarship for Any,11196,West Bengal,Minority,2024,ST,Female,91,Any,2025-04-26,2025-07-02,contact@westbengalscholarships.gov.in
SCH330666,Private Minority Scholarship for Medical,11516,Telangana,Minority,2024,ST,All,51,Science,2025-03-27,2025-04-30,contact@telanganascholarships.gov.in
SCH934661,Private Merit-based Scholarship for Commerce,80645,West Bengal,Merit-based,2023,OBC,All,57,Medical,2025-04-21,2025-07-12,contact@westbengalscholarships.gov.in
SCH350667,Private Merit-based Scholarship for Science,51195,Haryana,Merit-based,2024,All,Male,91,Medical,2025-03-14,2025-04-15,contact@haryanascholarships.gov.in
SCH149954,State Sports Scholarship for Engineering,10545,Bihar,Sports,2025,SC,All,60,Science,2025-03-14,2025-05-15,contact@biharscholarships.gov.in
SCH69335,State Need-based Scholarship for Engineering,78084,Andhra Pradesh,Need-based,2025,All,Female,58,Commerce,2025-05-03,2025-07-22,contact@andhrapradeshscholarships.gov.in
SCH615623,State Women-specific Scholarship for Commerce,28076,West Bengal,Women-specific,2024,General,All,52,Medical,2025-04-14,2025-06-17,contact@westbengalscholarships.gov.in
SCH864444,National Need-based Scholarship for Arts,38208,Assam,Need-based,2024,All,Female,67,Medical,2025-03-15,2025-05-22,contact@assamscholarships.gov.in
SCH42667,Private Merit-based Scholarship for Arts,44167,Telangana,Merit-based,2024,ST,Female,55,Arts,2025-03-31,2025-06-10,contact@telanganascholarships.gov.in
SCH747240,National Women-specific Scholarship for Commerce,18353,Telangana,Women-specific,2025,OBC,All,73,Commerce,2025-03-11,2025-05-20,contact@telanganascholarships.gov.in
SCH888792,National Research Scholarship for Arts,463025,Haryana,Research,2023,All,Male,54,Arts,2025-04-03,2025-05-27,contact@haryanascholarships.gov.in
SCH460154,National Sports Scholarship for Any,40937,Delhi,Sports,2025,General,Female,71,Arts,2025-04-02,2025-05-06,contact@delhischolarships.gov.in
SCH484615,State Need-based Scholarship for Engineering,22838,Gujarat,Need-based,2026,General,Male,61,Commerce,2025-03-31,2025-05-14,contact@gujaratscholarships.gov.in
SCH194757,State Sports Scholarship for Engineering,39665,Maharashtra,Sports,2025,All,Female,88,Engineering,2025-03-29,2025-06-11,contact@maharashtrascholarships.gov.in
SCH293463,State Need-based Scholarship for Science,33681,Assam,Need-based,2026,ST,All,58,Arts,2025-03-29,2025-06-18,contact@assamscholarships.gov.in
SCH617053,Private Women-specific Scholarship for Any,15190,Andhra Pradesh,Women-specific,2024,ST,All,67,Engineering,2025-04-18,2025-05-26,contact@andhrapradeshscholarships.gov.in
SCH201021,National Women-specific Scholarship for Any,44891,Rajasthan,Women-specific,2026,OBC,Female,72,Science,2025-04-02,2025-06-16,contact@rajasthanscholarships.gov.in
SCH438694,State Minority Scholarship for Commerce,19992,Maharashtra,Minority,2023,SC,Female,70,Engineering,2025-03-26,2025-06-04,contact@maharashtrascholarships.gov.in
SCH439093,Private Merit-based Scholarship for Medical,22272,Bihar,Merit-based,2023,General,All,68,Commerce,2025-03-17,2025-05-22,contact@biharscholarships.gov.in
SCH384560,State Merit-based Scholarship for Any,76674,West Bengal,Merit-based,2024,ST,Female,82,Any,2025-05-05,2025-07-20,contact@westbengalscholarships.gov.in
SCH249019,National Research Scholarship for Commerce,149711,Delhi,Research,2023,ST,All,84,Any,2025-05-04,2025-07-26,contact@delhischolarships.gov.in
SCH103288,Private Need-based Scholarship for Any,79220,Rajasthan,Need-based,2023,All,Female,60,Any,2025-04-19,2025-06-26,contact@rajasthanscholarships.gov.in
SCH381726,National Need-based Scholarship for Arts,27474,Karnataka,Need-based,2023,ST,Female,74,Medical,2025-04-08,2025-05-30,contact@karnatakascholarships.gov.in
SCH93778,State Merit-based Scholarship for Any,42737,Rajasthan,Merit-based,2023,SC,Female,80,Arts,2025-04-29,2025-07-02,contact@rajasthanscholarships.gov.in
SCH45345,National Need-based Scholarship for Any,92729,Kerala,Need-based,2024,SC,All,82,Engineering,2025-04-12,2025-06-06,contact@keralascholarships.gov.in
SCH532763,State Sports Scholarship for Engineering,28314,Uttar Pradesh,Sports,2026,SC,Female,72,Engineering,2025-03-07,2025-05-15,contact@uttarpradeshscholarships.gov.in
SCH60210,Private Minority Scholarship for Medical,31349,Andhra Pradesh,Minority,2023,ST,Female,62,Engineering,2025-03-29,2025-04-28,contact@andhrapradeshscholarships.gov.in
SCH985144,National Research Scholarship for Science,53623,Gujarat,Research,2025,OBC,Female,75,Arts,2025-03-16,2025-06-03,contact@gujaratscholarships.gov.in
SCH383040,State Minority Scholarship for Medical,40155,Maharashtra,Minority,2023,ST,All,78,Medical,2025-04-27,2025-06-13,contact@maharashtrascholarships.gov.in
SCH450769,Private Minority Scholarship for Science,5380,Gujarat,Minority,2024,General,Male,68,Engineering,2025-03-29,2025-06-23,contact@gujaratscholarships.gov.in
SCH428890,State Research Scholarship for Any,223651,Gujarat,Research,2024,OBC,Female,92,Arts,2025-05-03,2025-06-04,contact@gujaratscholarships.gov.in
SCH339056,State Research Scholarship for Commerce,309820,Delhi,Research,2024,SC,Female,82,Any,2025-04-27,2025-07-09,contact@delhischolarships.gov.in
SCH470722,National Need-based Scholarship for Engineering,12772,Tamil Nadu,Need-based,2025,All,Male,93,Medical,2025-03-15,2025-04-23,contact@tamilnaduscholarships.gov.in
SCH548838,State Women-specific Scholarship for Science,44130,Assam,Women-specific,2026,ST,Female,68,Science,2025-04-23,2025-05-23,contact@assamscholarships.gov.in
SCH455338,National Research Scholarship for Commerce,129951,Bihar,Research,2024,OBC,Female,57,Arts,2025-04-22,2025-06-23,contact@biharscholarships.gov.in
SCH348095,State Women-specific Scholarship for Medical,36057,Karnataka,Women-specific,2023,All,All,61,Medical,2025-04-21,2025-07-10,contact@karnatakascholarships.gov.in
SCH970214,National Need-based Scholarship for Medical,62596,Gujarat,Need-based,2024,OBC,Female,51,Commerce,2025-03-09,2025-04-25,contact@gujaratscholarships.gov.in
SCH470632,National Merit-based Scholarship for Science,63385,Himachal Pradesh,Merit-based,2024,OBC,Female,77,Science,2025-04-09,2025-05-28,contact@himachalpradeshscholarships.gov.in
